,Brand,Model,Year,Status,Mileage,Dealer,Price
41023,Jeep,Wrangler,2024,New,0.0,Airport Chrysler Dodge Jeep RAM,47820.0
41024,Dodge,Challenger,2023,New,0.0,Airport Chrysler Dodge Jeep RAM,87189.0
41025,Chevrolet,Camaro,2021,New,0.0,Rick Hendrick Chevrolet of Duluth,53780.0
41026,Chevrolet,Tahoe,2023,New,0.0,Rick Hendrick Chevrolet of Duluth,79665.0
41027,Chevrolet,Camaro,2023,New,0.0,Rick Hendrick Chevrolet of Duluth,48585.0
41028,Toyota,Supra,2023,Used,2002.0,Gwinnett Place Honda,60588.0
41029,BMW,M340,2023,New,0.0,BMW of Gwinnett Place,69780.0
41030,BMW,X2,2021,Certified,48906.0,BMW of Gwinnett Place,27988.0
41031,Porsche,Panamera,2016,Used,56132.0,Audi Gwinnett,30995.0
41033,Genesis,G70,2023,New,0.0,Genesis of Gwinnett,45815.0
41037,Subaru,WRX,2022,Used,6971.0,Audi Gwinnett,32492.0
41038,Kia,Sportage,2023,New,0.0,Rick Case Kia at Gwinnett Place,29385.0
41039,Cadillac,Escalade,2018,Used,98932.0,Victory Chevrolet of Smithville,34226.0
41040,Mercedes,EQS,2022,Used,652.0,Amazing Luxury Cars - Snellville,99949.0
41041,Ford,Mustang,2014,Used,61658.0,Hutchinson Kia of Macon,23500.0
41042,Mercedes,GLC,2023,New,0.0,Mercedes-Benz of Atlanta Northeast,66370.0
41043,Ford,F-150,2014,Used,130898.0,Redline Auto Plaza,21900.0
41044,Jeep,Grand Cherokee,2023,New,0.0,Tate Branch Dodge Chrysler Jeep-Artesia,43330.0
41045,Jeep,Grand Cherokee,2023,New,0.0,Tate Branch Dodge Chrysler Jeep-Artesia,60010.0
41046,Dodge,Durango,2023,New,0.0,Tate Branch Dodge Chrysler Jeep-Artesia,60080.0
41047,Dodge,Durango,2023,New,0.0,Tate Branch Dodge Chrysler Jeep-Artesia,63025.0
41048,Kia,Sportage,2023,Used,36242.0,Briggs Auto Group,26395.0
41049,Nissan,ARIYA,2023,New,0.0,Briggs Auto Group,44279.0
41051,Nissan,Pathfinder,2018,Used,55488.0,Briggs Auto Group,23500.0
41052,Ford,Mustang,2004,Used,58444.0,Sawnee Mountain Motors,12988.0
41053,Ford,F-250,2022,Used,23353.0,Max Ford Manhattan,55927.0
41054,Lexus,GX,2022,Used,15310.0,Max Ford Manhattan,55859.0
41055,Ford,Bronco,2023,New,0.0,Max Ford Manhattan,62975.0
41056,Toyota,RAV4,2009,Used,190602.0,Little Apple Cars,6681.0
41057,GMC,Sierra,2024,New,0.0,Way Brothers GM,87790.0
41058,BMW,760i,2023,New,0.0,BMW of Bowling Green,118066.0
41059,Lexus,GX,2018,Used,46859.0,Troncalli Chrysler Dodge Jeep RAM,36449.0
41060,Cadillac,CTS,2014,Used,113751.0,Lou Sobh Honda,13250.0
41061,Toyota,Avalon,2022,Certified,27208.0,Beaver Toyota Cumming,33000.0
41062,Toyota,Sequoia,2019,Used,76990.0,Beaver Toyota Cumming,48250.0
41063,Ford,Expedition,2019,Used,78243.0,"McGinley, Inc.",33500.0
41064,Chevrolet,Tahoe,2023,New,0.0,Nash Chevrolet,67070.0
41065,RAM,1500,2015,Used,100781.0,Expressway Chevrolet Buick GMC,24872.0
41068,Jeep,Wrangler,2023,New,0.0,O'Steen Chrysler Dodge Jeep Ram,62995.0
41069,Dodge,Challenger,2023,New,0.0,O'Steen Chrysler Dodge Jeep Ram,52995.0
41070,RAM,2500,2024,New,0.0,O'Steen Chrysler Dodge Jeep Ram,86995.0
41071,Jeep,Wrangler,2024,New,0.0,O'Steen Chrysler Dodge Jeep Ram,41895.0
41073,Chevrolet,Tahoe,2022,Used,12979.0,ALM Mall of GA,68970.0
41074,Nissan,Murano,2024,New,0.0,Premier Nissan Mall of Georgia,42100.0
41075,Nissan,Titan,2024,New,0.0,Premier Nissan Mall of Georgia,44500.0
41076,Chevrolet,Suburban,2023,New,0.0,Rick Hendrick Chevrolet of Buford,86775.0
41077,Volkswagen,Atlas,2024,New,0.0,AutoNation Volkswagen Mall of Georgia,38636.0
41078,Volkswagen,1,2023,New,0.0,AutoNation Volkswagen Mall of Georgia,31680.0
41079,Volkswagen,Atlas,2024,New,0.0,AutoNation Volkswagen Mall of Georgia,45096.0
41080,Volkswagen,Atlas,2024,New,0.0,AutoNation Volkswagen Mall of Georgia,40941.0
41081,Toyota,Highlander,2023,New,0.0,AutoNation Toyota Mall of Georgia,47684.0
41082,Jeep,Wrangler,2024,New,0.0,Don Jackson CDJR North,57500.0
41084,Jeep,Wrangler,2024,New,0.0,Don Jackson CDJR North,60075.0
41085,Chevrolet,Camaro,2024,New,0.0,John Megel Chevrolet,84185.0
41086,RAM,1500,2024,New,0.0,Quality Chrysler Dodge Jeep Ram of Jerseyville,54915.0
41087,Jeep,Grand Cherokee,2024,New,0.0,Quality Chrysler Dodge Jeep Ram of Jerseyville,75560.0
41088,RAM,2500,2023,New,0.0,Quality Chrysler Dodge Jeep Ram of Jerseyville,63985.0
41089,Jeep,Wrangler,2023,New,0.0,Quality Chrysler Dodge Jeep Ram of Jerseyville,66165.0
41090,RAM,3500,2024,New,0.0,LeMond Chevrolet Chrysler,70430.0
41091,Nissan,Titan,2019,Used,18550.0,D-Patrick Ford Lincoln,42996.0
41092,Toyota,Tundra,2020,Used,20146.0,D-Patrick Ford Lincoln,48721.0
41093,Lincoln,Aviator,2020,Used,31362.0,Lou Fusz Kia Evansville,53961.0
41094,Tesla,Model Y,2020,Used,55895.0,Lou Fusz Kia Evansville,32971.0
41095,Honda,Pilot,2017,Used,142177.0,Lou Fusz Kia Evansville,17984.0
41096,Subaru,Baja,2003,Used,209263.0,D-Patrick Honda,9573.0
41097,Honda,CR-V,2020,Used,31524.0,D-Patrick Honda,27582.0
41098,Lexus,RX,2017,Used,77113.0,D-Patrick Honda,29975.0
41099,Cadillac,Escalade,2018,Used,93095.0,D-Patrick Motoplex,41077.0
41100,Lexus,NX,2024,New,0.0,Kenny Kent Lexus,58300.0
41101,Lexus,LX,2023,New,0.0,Kenny Kent Lexus,111345.0
41102,Subaru,Ascent,2022,Used,16179.0,Kenny Kent Toyota,36950.0
41103,Kia,GT,2024,New,0.0,Jim Shorkey Kia of Gainesville,32035.0
41104,GMC,Yukon,2023,New,0.0,Richland Motors,88400.0
41105,Mazda,CL,2023,New,0.0,Jim Shorkey Mazda,38020.0
41106,Mazda,CL,2023,New,0.0,Jim Shorkey Mazda,37820.0
41107,Mazda,MX-5 Miata,2023,New,0.0,Jim Shorkey Mazda,37180.0
41108,Chrysler,Town & Country,2015,Used,89751.0,Reed Chrysler Dodge Jeep Ram Hyundai,11990.0
41109,GMC,Sierra,2024,New,0.0,Randy Curnow Chevrolet Buick GMC,88365.0
41110,GMC,Sierra,2024,New,0.0,Randy Curnow Chevrolet Buick GMC,85690.0
41111,Infiniti,QX80,2021,Used,69851.0,Anderson Ford Lincoln of St. Joseph,33400.0
41112,Ford,F-250,2023,Used,1130.0,D-Patrick Boonville Ford,70744.0
41113,Ford,F-250,2023,Used,4419.0,D-Patrick Boonville Ford,69328.0
41114,Ford,F-150,2022,Used,107.0,D-Patrick Boonville Ford,90984.0
41117,Nissan,Armada,2023,New,0.0,Nissan of Athens,63168.0
41118,Ford,F-150,2023,New,0.0,Jefferson Ford,75945.0
41119,Ford,F-350,2023,New,0.0,Jefferson Ford,67890.0
41120,Ford,F-250,2023,New,0.0,Athens Ford,64099.0
41121,Ford,F-250,2021,Used,25405.0,John Megel Ford,69695.0
41122,GMC,Terrain,2024,New,0.0,Robert Brogden's Hays GMC,38194.0
41123,Cadillac,Escalade,2023,New,0.0,Heyward Allen Motor Company,95970.0
41124,Buick,GX,2023,New,0.0,Heyward Allen Motor Company,28200.0
41125,Chevrolet,Silverado,2024,New,0.0,Steve Faulkner Chevrolet Buick GMC,65300.0
41126,Jeep,Wrangler,2021,Used,63179.0,Jimmy Britt Chrysler Dodge Jeep Ram,44877.0
41127,Jeep,Wrangler,2023,New,0.0,Poage Chrysler Dodge Jeep RAM,55960.0
41129,Ford,F-250,2023,New,0.0,Billy Cain Ford,77350.0
41130,Ford,Transit,2023,New,0.0,Billy Cain Ford,63975.0
41131,Jeep,Wrangler,2024,New,0.0,Lake City Chrysler Dodge Jeep Ram,37991.0
41132,Chevrolet,Bolt,2020,Certified,42514.0,Victory Chevrolet of Savannah,17565.0
41133,Buick,Encore,2019,Used,85743.0,Victory Chevrolet of Savannah,14669.0
41134,Jeep,Grand Cherokee,2023,New,0.0,Jacky Jones Chrysler Dodge Jeep RAM,62990.0
41135,Ford,Mustang,2024,New,0.0,Childre Ford Inc,59300.0
41136,Jeep,Wrangler,2024,New,0.0,Goeckner Bros Inc,60665.0
41137,Buick,Envista,2024,New,0.0,United Chevrolet Buick GMC,27580.0
41138,GMC,3,2023,New,0.0,United Chevrolet Buick GMC,115090.0
41139,Ford,F-150,2023,New,0.0,Pennington Ford,63899.0
41140,Ferrari,488 GTB,2017,Used,18203.0,Jacobs Mitsubishi,249000.0
41141,BMW,M340,2020,Used,21793.0,Sun Toyota,44056.0
41142,GMC,Yukon,2023,New,0.0,"Eagle Buick GMC, Inc.",74905.0
41143,Toyota,Tacoma,2018,Certified,83525.0,Village Toyota Cadillac,26994.0
41144,Mazda,CL,2023,New,0.0,Coast Mazda Port Richey,30340.0
41145,Ford,Edge,2023,New,0.0,Ford of Port Richey,39679.0
41146,Ford,Mustang,2023,Certified,2164.0,Ford of Port Richey,50924.0
41147,Ford,F-250,2022,Certified,11306.0,Ford of Port Richey,58200.0
41148,Honda,Element,2003,Used,186270.0,J-Linn Motors,6995.0
41149,Ford,F-150,2022,New,0.0,Mike Jones Ford Lincoln,81085.0
41150,BMW,X3,2022,Used,16948.0,Grayson BMW,68619.0
41151,Ford,F-150,2016,Used,42199.0,Bob Luegers Motors Inc,39945.0
41152,GMC,Sierra,2024,New,0.0,Bob Luegers Motors Inc,72300.0
41153,Chevrolet,Impala,2019,Used,105755.0,Lake Hartwell Ford,20000.0
41154,Volkswagen,Tiguan,2020,Used,74063.0,AutoNation Honda West Knoxville,19990.0
41155,Lexus,RX,2012,Used,84389.0,AutoNation Honda West Knoxville,18287.0
41156,Ford,F-250,2017,Used,138981.0,Pettijohn Auto,31998.0
41157,Ford,F-150,2022,New,0.0,Pettijohn Auto,53155.0
41158,Porsche,911,2013,Used,42015.0,Harper Porsche,62684.0
41159,Porsche,Cayman,2018,Certified,31336.0,Harper Porsche,69998.0
41160,Porsche,911,2015,Used,34649.0,Harper Porsche,125998.0
41161,Aston Martin,Vantage,2006,Used,16353.0,Lokey Nissan,47000.0
41162,Nissan,Armada,2019,Used,61558.0,Lokey Nissan,29777.0
41163,Mercedes,E-Class,2019,Used,32954.0,Lokey Nissan,38777.0
41164,Ford,Expedition,2019,Used,41316.0,Lokey Nissan,43777.0
41165,Subaru,Impreza,2018,Used,51061.0,DIMMITT CADILLAC OF CLEARWATER,16862.0
41166,Jeep,Grand Cherokee,2023,New,0.0,Woody Folsom Chrysler Dodge Jeep Ram,61612.0
41167,Ford,Mustang,2024,New,0.0,Robbie Roberson Ford,59300.0
41168,Toyota,Highlander,2008,Used,196997.0,Grayson Hyundai Subaru,8236.0
41169,Buick,Envista,2024,New,0.0,Rice Buick - GMC Inc.,26020.0
41170,RAM,2500,2024,New,0.0,Harper Jeep Ram Chrysler Dodge Fiat,78530.0
41171,Chevrolet,Equinox,2024,New,0.0,West Chevrolet,37720.0
41172,Chevrolet,Silverado,2024,New,0.0,West Chevrolet,62970.0
41173,Jeep,Wrangler,2005,Used,96507.0,Imperial Motor Company,15695.0
41174,BMW,X6,2021,Used,42621.0,Mercedes-Benz of Gainesville,53499.0
41175,Lincoln,Nautilus,2019,Used,44719.0,Mercedes-Benz of Gainesville,27999.0
41176,Jaguar,E-PACE,2020,Used,14390.0,Mercedes-Benz of Gainesville,32669.0
41177,Audi,e-tron,2023,Used,6236.0,Mercedes-Benz of Gainesville,71998.0
41178,Land Rover,Range Rover,2016,Used,42931.0,Mercedes-Benz of Gainesville,38975.0
41179,Audi,A5,2011,Used,87014.0,Mercedes-Benz of Gainesville,12429.0
41180,Kia,Telluride,2022,Used,22248.0,Mercedes-Benz of Gainesville,42957.0
41181,GMC,Sierra,2019,Used,46148.0,Gainesville Buick GMC,38938.0
41182,Lexus,RC,2018,Used,79346.0,Bob Ridings Ford,27988.0
41183,GMC,Acadia,2023,New,0.0,Don Franklin Chevy Buick GMC Campbellsville,39490.0
41184,Chevrolet,SS,2015,Used,63021.0,Big M Chevrolet,36000.0
41185,Mitsubishi,Outlander,2019,Used,88774.0,Big M Chevrolet,14800.0
41186,Ford,F-150,2020,Used,42340.0,Big M Chevrolet,34500.0
41189,Chevrolet,Suburban,2019,Used,97135.0,Tri State Chrysler Dodge Jeep RAM,32000.0
41190,Mercedes,S-Class,2022,Certified,7949.0,Crown Eurocars,99885.0
41191,Toyota,Highlander,2024,New,0.0,AutoNation Toyota Pinellas Park,55801.0
41192,Jeep,Wrangler,2023,New,0.0,Chrysler Dodge Jeep Ram Brooksville,68685.0
41193,GMC,Canyon,2023,New,0.0,Crown Buick GMC,41650.0
41194,Volvo,XC90,2023,New,0.0,Crown Volvo Cars,57798.0
41195,Nissan,Titan,2018,Used,84738.0,North Knoxville Chrysler Dodge Jeep Ram,31489.0
41196,Ford,F-150,2023,New,0.0,Silverthorne Ford,63880.0
41197,GMC,Terrain,2021,Used,62340.0,Silverthorne Ford,25964.0
41198,Ford,Expedition,2019,Used,52847.0,Silverthorne Ford,47720.0
41199,Ford,Edge,2016,Used,71111.0,Lance Cunningham Ford,16990.0
41200,Ford,Maverick,2022,Certified,289.0,Veterans Ford,33800.0
41201,Ford,Mustang,2023,New,0.0,Swainsboro Ford,45055.0
41202,Ford,Bronco,2023,New,0.0,Swainsboro Ford,64991.0
41203,GMC,Sierra,2024,New,0.0,S&K Buick GMC,58170.0
41204,Chevrolet,Equinox,2023,New,0.0,Daniels Chevrolet Buick GMC Trucks,36805.0
41205,BMW,Coupe,2024,New,0.0,Isringhausen Imports,61495.0
41206,Ford,Expedition,2016,Used,156334.0,Lexus of Tampa Bay,19999.0
41207,Lexus,GS 350,2019,Used,47930.0,Murray Chrysler Dodge Jeep RAM,33444.0
41208,Honda,Accord,2018,Used,88991.0,Auto Bay Motors,16615.0
41209,Alfa Romeo,Giulia,2019,Used,27164.0,Ed Morse Cadillac of Tampa,24256.0
41210,Acura,RDX,2022,Used,14001.0,Ed Morse Cadillac of Tampa,34599.0
41211,Ford,F-250,2023,New,0.0,Edwards Ford LLC,89049.0
41212,Ford,Mustang,2024,New,0.0,Edwards Ford LLC,65786.0
41213,Ford,Maverick,2023,New,0.0,Edwards Ford LLC,42888.0
41214,Lincoln,Continental,2018,Used,30818.0,Morgan Chevrolet,28093.0
41215,BMW,M3,2011,Used,101385.0,Porsche of Ocala,18991.0
41216,Lexus,NX,2023,Used,5745.0,Porsche of Ocala,44591.0
41217,BMW,X5,2022,Certified,2923.0,BMW of Ocala,55991.0
41218,Porsche,911,2019,Certified,17402.0,Porsche of Tampa,151995.0
41219,Porsche,911,2019,Certified,34510.0,Porsche of Tampa,147948.0
41220,Acura,MDX,2022,Used,30036.0,Audi Tampa,53335.0
41221,Audi,RS 5,2023,New,0.0,Audi Tampa,87915.0
41222,Mercedes,AMG GT,2020,Used,34370.0,"Discovery Auto Center, LLC",95990.0
41223,Lincoln,Navigator,2023,New,0.0,Parks Lincoln of Tampa,118800.0
41224,Land Rover,Range Rover,2024,New,0.0,Land Rover Tampa,67995.0
41225,Chevrolet,Tahoe,2021,Used,30097.0,CarHeroes,57484.0
41226,Toyota,4Runner,2023,New,0.0,Toyota of Tampa Bay on Fletcher,49360.0
41227,Cadillac,CT5,2024,New,0.0,Sullivan Cadillac,65170.0
41228,GMC,Yukon,2000,Used,84051.0,Sullivan Buick GMC Truck,15900.0
41229,GMC,Acadia,2014,Used,153426.0,Northeast Auto Sales,9900.0
41230,Ford,F-150,2016,Used,92562.0,Prestige Auto Sales of Ocala,34730.0
41231,Chevrolet,Trax,2017,Used,30850.0,John Jones Chrysler Dodge Jeep RAM FIAT,14800.0
41232,Dodge,Charger,2023,New,0.0,John Jones Chrysler Dodge Jeep RAM FIAT,42167.0
41233,Mercedes,AMG E53,2023,New,0.0,Mercedes-Benz of Wesley Chapel,87680.0
41234,Mercedes,GLA,2023,New,0.0,Mercedes-Benz of Wesley Chapel,41885.0
41235,Toyota,Tundra,2023,Used,13093.0,Automax of Ocala,60490.0
41236,BMW,Coupe,2024,New,0.0,BMW of Wesley Chapel,62370.0
41237,BMW,X5,2022,Used,32251.0,BMW of Wesley Chapel,49000.0
41238,BMW,330 i,2023,New,0.0,BMW of Wesley Chapel,49555.0
41239,Tesla,Model S,2021,Used,22270.0,Mini of Wesley Chapel,77000.0
41240,RAM,2500,2024,New,0.0,Sierra Blanca Motors,99265.0
41241,Toyota,GR86,2022,Used,17384.0,KC Summers Nissan Toyota Buick GMC,31977.0
41243,Kia,Telluride,2023,Certified,9215.0,Kia of Wesley Chapel,52994.0
41244,Ford,Mustang,2024,New,0.0,Parks Ford of Wesley Chapel,54295.0
41245,Ford,F-250,2023,New,0.0,Parks Ford of Wesley Chapel,91600.0
41246,Hyundai,Elantra,2023,New,0.0,Don Franklin of Somerset Hyundai,34475.0
41247,Jeep,Wrangler,2023,New,0.0,Firkins Chrysler Dodge Jeep RAM,62184.0
41248,RAM,1500,2022,Used,8971.0,Firkins Chrysler Dodge Jeep RAM,53100.0
41249,Jeep,Grand Cherokee,2023,Used,7436.0,Firkins Chrysler Dodge Jeep RAM,63300.0
41250,Chrysler,300,2022,Certified,27911.0,Firkins Chrysler Dodge Jeep RAM,38100.0
41251,Toyota,Sienna,2020,Used,67054.0,Firkins Chrysler Dodge Jeep RAM,29400.0
41253,Lincoln,MKZ,2017,Used,107706.0,Conway-Heaton Inc,15998.0
41254,Ford,Bronco,2022,Used,10211.0,Conway-Heaton Inc,43741.0
41255,Ford,Transit,2023,New,0.0,Brandon Ford,41740.0
41256,Ford,Bronco,2023,New,0.0,Brandon Ford,69200.0
41257,Ford,Transit,2023,New,0.0,Brandon Ford,69735.0
41258,Ford,Transit,2023,New,0.0,Brandon Ford,81200.0
41260,Lincoln,Continental,2018,Used,20650.0,Rivard Buick GMC,27999.0
41261,Audi,RS 5,2021,Used,32333.0,Rivard Buick GMC,60573.0
41262,BMW,530 i,2021,Used,58141.0,Rivard Buick GMC,27356.0
41263,Honda,Ridgeline,2022,Used,25025.0,Rivard Buick GMC,33599.0
41264,Toyota,4Runner,2019,Used,57985.0,Rivard Buick GMC,38458.0
41265,Audi,Q5,2020,Used,61719.0,Rivard Buick GMC,22199.0
41266,Mercedes,GLC,2020,Used,54186.0,Rivard Buick GMC,24799.0
41267,Chevrolet,Corvette,2019,Used,30322.0,Rivard Buick GMC,57550.0
41268,Cadillac,Escalade,2022,Used,30000.0,Rivard Buick GMC,80748.0
41269,Volkswagen,Atlas,2021,Used,60883.0,Rivard Buick GMC,31174.0
41270,GMC,Sierra,2019,Used,44896.0,Rivard Buick GMC,39343.0
41271,Cadillac,CTS,2013,Used,59276.0,Rivard Buick GMC,11489.0
41272,Mercedes,S-Class,2013,Used,86869.0,Rivard Buick GMC,20823.0
41273,RAM,1500,2021,Used,39194.0,Rivard Buick GMC,34980.0
41274,RAM,1500,2021,Used,39203.0,Rivard Buick GMC,32959.0
41275,Lexus,GX,2021,Used,56626.0,Rivard Buick GMC,40599.0
41276,BMW,M2,2018,Used,51978.0,Rivard Buick GMC,36221.0
41277,Volkswagen,Beetle,2016,Used,76272.0,Rivard Buick GMC,12070.0
41278,Dodge,Durango,2021,Used,13800.0,Rivard Buick GMC,79176.0
41279,Cadillac,XLR,2004,Used,43800.0,Rivard Buick GMC,20799.0
41280,Ford,F-150,2018,Used,60210.0,Rivard Buick GMC,28330.0
41281,Subaru,Outback,2017,Used,53943.0,Rivard Buick GMC,17340.0
41282,BMW,X7,2022,Used,18030.0,Rivard Buick GMC,67095.0
41283,Land Rover,Range Rover,2018,Used,59182.0,Brandon Mitsubishi,19250.0
41284,Hyundai,Santa Fe,2023,New,0.0,Gettel Hyundai of Lakewood,38225.0
41285,Toyota,Sienna,2020,Used,67490.0,Gettel Toyota of Lakewood,27313.0
41286,Chevrolet,Silverado,2024,New,0.0,Sternberg Chevrolet,62490.0
41287,Toyota,Tundra,2024,New,0.0,Toyota of Louisville / Scion of Louisville,70148.0
41288,Tesla,Model X,2020,Used,18237.0,Gator Ford,59994.0
41289,Tesla,Model 3,2020,Used,39388.0,Evo Motors,29994.0
41290,Acura,RDX,2020,Used,54355.0,CarHeroes,27994.0
41291,BMW,X5,2021,Used,39915.0,CarHeroes,38484.0
41292,RAM,1500,2022,Used,11101.0,CarHeroes,48994.0
41293,Ford,F-250,2022,Used,6881.0,CarHeroes,73994.0
41294,Honda,Odyssey,2020,Used,42127.0,Kearney Motor Sports,32000.0
41295,Honda,Odyssey,2015,Used,226958.0,Byerly Ford,8458.0
41296,BMW,3,2013,Used,36178.0,GETTEL GENESIS OF SARASOTA,16791.0
41297,Alfa Romeo,Giulia,2022,Used,7208.0,GETTEL GENESIS OF SARASOTA,33871.0
41299,Alfa Romeo,Giulia,2023,New,0.0,Alfa Romeo of Sarasota,55999.0
41300,Alfa Romeo,Giulia,2023,New,0.0,Alfa Romeo of Sarasota,47999.0
41301,Maserati,Levante,2023,New,0.0,Maserati of Sarasota,115991.0
41302,Maserati,Levante,2023,New,0.0,Maserati of Sarasota,89991.0
41303,Maserati,Levante,2023,New,0.0,Maserati of Sarasota,106999.0
41304,Maserati,Levante,2023,New,0.0,Maserati of Sarasota,119835.0
41305,Maserati,Levante,2023,New,0.0,Maserati of Sarasota,107585.0
41306,Mercedes,GLC,2023,New,0.0,Mercedes-Benz of Sarasota,59700.0
41307,Mercedes,GLE,2024,New,0.0,Mercedes-Benz of Sarasota,65945.0
41308,Mercedes,GLE,2024,New,0.0,Mercedes-Benz of Sarasota,68545.0
41309,Mercedes,E-Class,2023,New,0.0,Mercedes-Benz of Sarasota,69930.0
41310,Mercedes,E-Class,2020,Certified,34927.0,Mercedes-Benz of Sarasota,38728.0
41311,Mercedes,GLE,2024,New,0.0,Mercedes-Benz of Sarasota,133845.0
41312,Acura,RDX,2023,New,0.0,Gettel Acura,51395.0
41313,Chevrolet,Silverado,2024,New,0.0,Montgomery Chevrolet,61945.0
41314,Chevrolet,Silverado,2024,New,0.0,Montgomery Chevrolet,63865.0
41315,Chevrolet,Blazer,2024,New,0.0,Montgomery Chevrolet,47215.0
41316,Chevrolet,Silverado,2024,New,0.0,Montgomery Chevrolet,43150.0
41317,Chevrolet,Silverado,2024,New,0.0,Montgomery Chevrolet,53375.0
41318,Chevrolet,Silverado,2024,New,0.0,Montgomery Chevrolet,46595.0
41319,Ford,F-150,2020,Used,83125.0,John Jones Automotive Outlet,36325.0
41320,Nissan,Pathfinder,2023,New,0.0,Crown Automotive,41715.0
41321,Ford,F-250,2023,New,0.0,All-State Ford Truck Sales,78180.0
41322,Ford,Expedition,2019,Certified,122220.0,James Collins Ford,27980.0
41323,Jeep,Wrangler,2024,New,0.0,Cross Chrysler Jeep Fiat,53510.0
41324,Jeep,Wrangler,2023,New,0.0,Cross Chrysler Jeep Fiat,102631.0
41325,Ford,Focus,2017,Used,55040.0,HyperCars,30995.0
41326,Ford,Mustang,2022,Used,6376.0,Bill Collins Ford Lincoln,64588.0
41327,Ford,Explorer,2022,New,0.0,Bill Collins Ford Lincoln,54470.0
41328,Ford,F-150,2023,New,0.0,Owen Ford (IL),70772.0
41329,Ford,Bronco,2023,Used,4650.0,Craig & Landreth Clarksville,49400.0
41330,Toyota,4Runner,2022,Used,12102.0,Craig & Landreth Clarksville,48200.0
41331,Chevrolet,Corvette,2016,Used,10000.0,Craig & Landreth Clarksville,94400.0
41332,BMW,430 i,2019,Used,50231.0,Craig & Landreth Clarksville,30400.0
41333,Jeep,Wrangler,2022,Used,19418.0,Craig & Landreth Clarksville,48800.0
41334,Ford,F-250,2023,New,0.0,AutoNation Ford Orange Park,60040.0
41335,Ford,Bronco,2023,New,0.0,Duval Ford,49835.0
41336,Jeep,Renegade,2015,Used,139535.0,Jeff Wyler Toyota of Clarksville,9301.0
41337,Ford,Bronco,2023,New,0.0,Paul Thigpen Ford of Waynesboro,58915.0
41338,GMC,Yukon,2021,New,0.0,Coyle Chevrolet Buick GMC,79435.0
41339,Ford,Expedition,2020,Certified,70500.0,Jarrett Scott Ford,35805.0
41340,Ford,Mustang,2023,Certified,8782.0,Jarrett Scott Ford,31343.0
41341,Ford,Escape,2023,New,0.0,Jarrett Scott Ford,28070.0
41342,RAM,2500,2021,Used,44355.0,Jarrett Scott Ford,45656.0
41343,Chevrolet,Silverado,2024,New,0.0,Tarr Chevrolet,74760.0
41344,Mercedes,4MATIC,2012,Used,73732.0,Tarr Chevrolet,14436.0
41345,Chevrolet,Silverado,2024,New,0.0,Tarr Chevrolet,69205.0
41346,Nissan,Murano,2024,New,0.0,Jeff Wyler Nissan of Louisville,50870.0
41347,Jeep,Grand Cherokee,2017,Used,59583.0,Kearney Motor Sports - J Town,23700.0
41348,Jeep,Grand Cherokee,2024,New,0.0,Oxmoor Chrysler,53000.0
41349,Jeep,Grand Wagoneer,2023,New,0.0,Oxmoor Chrysler,84730.0
41350,Honda,CR-V,2024,New,0.0,Honda World,34835.0
41351,Tesla,Model S,2018,Used,62335.0,Honda World,37800.0
41352,Chevrolet,Trailblazer,2023,New,0.0,Doug Meyer Chevrolet,28315.0
41353,Toyota,Camry,2021,Used,57211.0,Louisville INFINITI,29821.0
41354,GMC,Yukon,2023,New,0.0,Courtesy Buick GMC,71965.0
41355,Cadillac,CT6,2020,Used,11100.0,Courtesy Buick GMC,41990.0
41356,Lexus,IS,2014,Used,136929.0,Oxmoor Ford,15000.0
41357,Subaru,Forester,2023,New,0.0,Bachman Subaru,32870.0
41358,Mazda,CX-5,2024,New,0.0,Oxmoor Mazda,42975.0
41359,Mazda,CX-5,2024,New,0.0,Oxmoor Mazda,33830.0
41360,Mazda,CX-5,2024,New,0.0,Oxmoor Mazda,32235.0
41361,Toyota,Tundra,2015,Used,127874.0,Oxmoor Mazda,27000.0
41362,Mazda,CX-5,2024,New,0.0,Oxmoor Mazda,33835.0
41363,Toyota,Camry,2021,Used,28923.0,Oxmoor Toyota,26998.0
41364,Hyundai,Palisade,2024,New,0.0,Oxmoor Hyundai,53435.0
41365,Genesis,GV70,2022,Used,31262.0,Oxmoor Hyundai,48379.0
41366,Chevrolet,Silverado,2022,Used,16878.0,Shottenkirk Fort Madison,56499.0
41367,Ford,Mustang,2015,Used,67678.0,Shottenkirk Fort Madison,18742.0
41368,Audi,RS 7,2016,Used,55981.0,Shottenkirk Fort Madison,49489.0
41369,Hyundai,Elantra,2024,New,0.0,Taylor Hyundai of Augusta,25055.0
41370,Chevrolet,Corvette,2023,New,0.0,Beaver Chevrolet,85065.0
41371,Chevrolet,Camaro,2023,New,0.0,Beaver Chevrolet,39390.0
41372,Chevrolet,Silverado,2021,Used,48716.0,Bob Allen Motor Mall,38949.0
41373,Jeep,Wrangler,2023,Used,1700.0,Bob Allen Motor Mall,51434.0
41374,Nissan,Titan,2024,New,0.0,Vaden Nissan Statesboro,65070.0
41375,Volkswagen,Atlas,2024,New,0.0,Leesburg Volkswagen,42002.0
41376,Honda,CR-V,2015,Used,85123.0,Auto Martt,19500.0
41377,Chevrolet,Silverado,2024,New,0.0,Stinnett Chevrolet Buick Chrysler Jeep Dodge RAM,93245.0
